,#TFBS_nonBlackList,#TFMS,TFBS_nonBlackList dis-to-neighbor median,TFMS dis-to-neighbor median,TFMS percentile-1,TFMS percentile-5,log10-dis T-test-s,log10-dis T-test-p,log10-dis Wilcoxon-rank-sum-s,log10-dis Wilcoxon-rank-sum-p,log10-dis ks_2samp-s,log10-dis ks_2samp-p,log10-dis ks_2samp-s less,log10-dis ks_2samp-p less,log10-dis ks_2samp-s greater,log10-dis ks_2samp-p greater,TFBS_nonBlackList overlap SE,TFMS overlap SE,fisher_exact_s,fisher_exact_p,log10-dis ks_2samp-s signed,log10-dis ks_2samp-p signed,log10-dis ks_2samp-s signed std,PeaksFCAbove10,log10-dis T-test-p Fisher-TF-Celltype-combined,log10-dis Wilcoxon-rank-sum-p Fisher-TF-Celltype-combined,fisher_exact_p Fisher-TF-Celltype-combined,log10-dis ks_2samp-p signed Fisher-TF-Celltype-combined
GM12878_SRF,36062.0,36062.0,24186.5,54039.5,618.3050000000001,3713.15,65.78322822448933,0.0,66.84518622440939,0.0,0.23624590982197333,0.0,0.23624590982197333,0.0,0.025899839165880956,3.044696157532804e-11,1212.0,125.0,10.0,1.3799999999999995e-227,0.23624590982197333,0.0,0.0019471314327620043,5666.0,0.0,0.0,2.99158483704316e-99,0.0
K562_SRF,13945.0,13945.0,57403.0,138691.5,1713.3200000000002,9882.599999999999,40.830975300079004,0.0,43.83685677539873,0.0,0.2570096808892076,0.0,0.2570096808892076,0.0,0.029006812477590516,7.796320173328716e-06,1114.0,68.5,17.59,1.0124999999999995e-252,0.2570096808892076,0.0,0.003009283748781657,2343.0,0.0,0.0,3.631897580833573e-110,0.0
None_STAT1,84544.0,84544.0,9666.0,23147.5,265.5725,1537.225,104.24007221151614,0.0,107.67930300744891,0.0,0.26926931176473523,0.0,0.26926931176473523,0.0,0.023407696790498117,1.8091287416337685e-18,0.0,0.0,0.0,0.0,0.26926931176473523,0.0,0.0013835236273567252,3753.5,0.0,0.0,0.0,0.0
HeLa_STAT1,9150.0,9150.0,112923.0,211528.0,2656.4399999999996,14314.25,23.84840918884632,8.156616194937876e-124,24.929648430655153,3.5512301608387393e-137,0.20171634683580214,2.4420986305292137e-146,0.20171634683580214,1.221049315264609e-146,0.030601092896174863,0.00018986915865102418,723.0,59.0,13.22,1.1399999999999997e-151,0.20171634683580214,1.221049315264609e-146,0.003512366672272561,2597.0,0.0,0.0,0.0,0.0
K562_STAT1,10319.5,10319.5,70444.0,187437.125,2384.17,12791.2375,37.087784067199486,5.756603307995876e-267,39.94439755809897,0.0,0.27543791800546547,5e-324,0.27543791800546547,0.0,0.033681278141257584,7.0930978249748e-06,1014.5,56.0,19.305,9.149999999999995e-229,0.27543791800546547,0.0,0.0037192411031177937,1089.0,0.0,0.0,0.0,0.0
MDA-MB-231_STAT3,28447.5,28447.5,24986.5,67765.5,869.345,4685.65,66.0188936172998,0.0,67.78473409964052,0.0,0.27695760679845194,0.0,0.27695760679845194,0.0,0.02627355085888594,3.378683614146955e-09,0.0,0.0,0.0,0.0,0.27695760679845194,0.0,0.00234585504049016,2055.0,0.0,0.0,0.0,0.0
U-2932_STAT3,39582.0,39582.0,22112.0,48728.0,615.525,3338.2,65.62836727255808,0.0,67.19321372294857,0.0,0.2306225051791218,0.0,0.2306225051791218,0.0,0.0274114496488303,1.1791241183744366e-13,0.0,0.0,0.0,0.0,0.2306225051791218,0.0,0.0019098921507419262,2687.0,0.0,0.0,0.0,0.0
MCF-10A_STAT3,74276.5,74276.5,15934.0,25991.0,321.555,1772.1375,51.404436778479706,0.0,53.712265751537124,0.0,0.15170378140005394,0.0,0.15170378140005394,0.0,0.0215414382125583,2.537686763471186e-13,0.0,0.0,0.0,0.0,0.15170378140005394,0.0,0.0015747366172473415,25773.0,0.0,0.0,0.0,0.0
MDA-MB-468_STAT3,52315.0,52315.0,14492.0,36874.5,460.0,2525.7,90.14810031939581,0.0,92.01022958613339,0.0,0.26399694160374654,0.0,0.26399694160374654,0.0,0.01922966644365859,3.895074187801293e-09,0.0,0.0,0.0,0.0,0.26399694160374654,0.0,0.0016340683051129282,5426.0,0.0,0.0,0.0,0.0
H358_STAT3,27659.0,27659.0,33538.0,69792.0,909.74,4839.85,52.40414161760427,0.0,50.55140726444395,0.0,0.213944828084891,0.0,0.213944828084891,0.0,0.026790556419248768,2.327216629450813e-09,0.0,0.0,0.0,0.0,0.213944828084891,0.0,0.002113645850083308,3448.0,0.0,0.0,0.0,0.0
None_STAT3,17841.5,17841.5,47511.75,111592.875,1464.8225,7742.7125,45.38669685248093,0.0,46.30287793148226,0.0,0.2422431940455813,0.0,0.2422431940455813,0.0,0.028046537583120784,1.173743198676394e-06,0.0,0.0,0.0,0.0,0.2422431940455813,0.0,0.0028834446758982425,918.5,0.0,0.0,0.0,0.0
HeLa_STAT3,42763.0,42763.0,21810.0,45098.0,557.24,3089.6499999999996,61.711466297255,0.0,63.67837912978185,0.0,0.21243832284919204,0.0,0.21243832284919204,0.0,0.0247994761826813,3.693886173091842e-12,2918.0,297.0,10.47,0.0,0.21243832284919204,0.0,0.0018628937690682724,6338.0,0.0,0.0,0.0,0.0
SU-DHL4_STAT3,26716.0,26716.0,31183.0,72202.5,934.15,4989.75,56.15019079479207,0.0,57.98318138754443,0.0,0.24273843389728997,0.0,0.24273843389728997,0.0,0.02867195687977242,2.8135864975023435e-10,0.0,0.0,0.0,0.0,0.24273843389728997,0.0,0.0023751904679475055,922.0,0.0,0.0,0.0,0.0
HCC70_STAT3,74469.0,74469.0,11549.5,27972.25,343.61,1913.75,98.9388268845504,0.0,104.10482106341472,0.0,0.25339949518347854,0.0,0.25339949518347854,0.0,0.02316382044649795,3.974447125654535e-16,0.0,0.0,0.0,0.0,0.25339949518347854,0.0,0.001406839827316863,17501.0,0.0,0.0,0.0,0.0
HCC1143_STAT3,29543.0,29543.0,26449.0,65259.5,847.05,4482.0,61.00763686886468,0.0,62.773368794413514,0.0,0.2545103747080527,0.0,0.2545103747080527,0.0,0.02880546999289169,2.194985825753541e-11,0.0,0.0,0.0,0.0,0.2545103747080527,0.0,0.002101101557990787,1350.0,0.0,0.0,0.0,0.0
OCI-Ly10_STAT3,29840.0,29840.0,26243.0,64591.5,826.085,4456.924999999999,65.17852309834942,0.0,65.1707601346026,0.0,0.2545073726541555,0.0,0.2545073726541555,0.0,0.030630026809651545,6.73374651918253e-13,0.0,0.0,0.0,0.0,0.2545073726541555,0.0,0.002263842053282626,670.0,0.0,0.0,0.0,0.0
MDA-MB-157_STAT3,34189.0,34189.0,24883.5,57634.5,736.44,3975.2999999999997,61.691895691816924,0.0,66.44886170482476,0.0,0.2450469003049474,0.0,0.2450469003049474,0.0,0.0231985200392959,1.542633637457337e-08,0.0,0.0,0.0,0.0,0.2450469003049474,0.0,0.0023070882881422727,2469.0,0.0,0.0,0.0,0.0
SU-DHL2_STAT3,24743.0,24743.0,29840.0,77999.5,1016.13,5386.549999999999,60.38632818945392,0.0,61.001530558703564,0.0,0.26767166471325227,0.0,0.26767166471325227,0.0,0.033423594551994514,9.572265625010548e-13,0.0,0.0,0.0,0.0,0.26767166471325227,0.0,0.0024724405584983862,3024.0,0.0,0.0,0.0,0.0
OCI-Ly7_STAT3,25432.0,25432.0,29736.0,75925.0,979.86,5256.6,63.252614825556606,0.0,62.2337125732599,0.0,0.26464690154136516,0.0,0.26464690154136516,0.0,0.030650361748977673,4.080783887010035e-11,0.0,0.0,0.0,0.0,0.26464690154136516,0.0,0.002276362453546082,1931.0,0.0,0.0,0.0,0.0
OCI-Ly3_STAT3,23544.0,23544.0,41400.5,81972.0,1049.72,5638.675,46.46818114407756,0.0,45.88919726808986,0.0,0.20410720353380907,0.0,0.20410720353380907,0.0,0.029476724430852863,1.2673680614109031e-09,0.0,0.0,0.0,0.0,0.20410720353380907,0.0,0.0028406010983308937,934.0,0.0,0.0,0.0,0.0
H1_TBP,39525.0,39525.0,24183.0,47326.5,573.74,3201.7,62.76902538900154,0.0,57.88792393145239,0.0,0.1986843769765971,0.0,0.1986843769765971,0.0,0.02511068943706518,1.464150630604734e-11,1307.0,114.0,11.82,3.679999999999998e-261,0.1986843769765971,0.0,0.0019115522825311178,6946.0,0.0,0.0,7.850273877150553e-114,0.0
HepG2_TBP,26598.0,26598.0,23245.5,70504.75,743.865,4898.9,75.61882164191199,0.0,72.72763720740866,0.0,0.29872546808030676,0.0,0.29872546808030676,0.0,0.02853598014888337,3.813342178391466e-10,1255.0,46.5,28.275,4.0945e-312,0.29872546808030676,0.0,0.0022142272127541863,4927.0,0.0,0.0,5.834412193628776e-136,0.0
HeLa_TBP,40134.0,40134.0,17843.5,46529.25,555.995,3148.9750000000004,82.16045729446557,0.0,78.9218692154534,0.0,0.2637040912941646,0.0,0.2637040912941646,0.0,0.0255269846015847,4.277711943441346e-12,3674.0,179.0,22.49,0.0,0.2637040912941646,0.0,0.0016985212409522175,7825.0,0.0,0.0,0.0,0.0
GM12878_TBP,36468.0,36468.0,18777.5,51282.5,611.335,3484.375,78.62317991096046,0.0,77.18953875347117,0.0,0.27418558736426457,0.0,0.27418558736426457,0.0,0.0287923659098388,7.209609079921823e-14,1922.0,117.0,17.29,0.0,0.27418558736426457,0.0,0.0017716585294294913,4328.0,0.0,0.0,0.0,0.0
K562_TBP,29128.5,29128.5,24819.25,65369.875,709.74,4523.875,70.65213196432677,0.0,70.20811192651246,0.0,0.2731732317641006,0.0,0.2731732317641006,0.0,0.02738598961625072,4.490388588907167e-10,2343.0,109.0,23.33,0.0,0.2731732317641006,0.0,0.0022783683019329285,7466.5,0.0,0.0,0.0,0.0
ME-1_TBP,10905.0,10905.0,61152.0,173039.5,2185.44,12313.900000000001,46.8628623484598,0.0,43.74832301859429,0.0,0.2863823933975241,0.0,0.2863823933975241,0.0,0.035396607060981244,1.1241459877355452e-06,0.0,0.0,0.0,0.0,0.2863823933975241,0.0,0.0036206924237227153,4771.0,0.0,0.0,0.0,0.0
None_TBX21,30637.0,30637.0,29091.0,62002.5,781.94,4349.700000000001,53.05193094687476,0.0,57.37393758490824,0.0,0.22477723014655485,0.0,0.22477723014655485,0.0,0.023876358651303997,2.538377950067415e-08,0.0,0.0,0.0,0.0,0.22477723014655485,0.0,0.002147477318313601,4587.0,0.0,0.0,0.0,0.0
GM12878_TBX21,44195.5,44195.5,24199.25,46932.875,588.295,3278.825,46.69756273516558,0.0,56.41446301238837,0.0,0.1992421319396998,0.0,0.1992421319396998,0.0,0.027667405094041975,6.736355691497072e-13,1420.0,199.5,7.535,8.599999999999995e-201,0.1992421319396998,0.0,0.0018992836996220871,6288.0,0.0,0.0,4.31035857865073e-198,0.0
None_TBX5,11008.0,11008.0,134375.5,164604.75,1904.24,11043.875,11.971072633255714,6.687299974116484e-33,11.267135844362317,1.9072631970646123e-29,0.09048163121814026,1.0296455179297288e-30,0.09048163121814026,5.148227589648641e-31,0.014501669889259938,0.16465292853083507,0.0,0.0,0.0,0.0,0.09048163121814026,5.148227589648641e-31,0.003484903948982885,2599.0,5.949002971682124e-67,7.981278268096152e-59,0.0,2.1827270622111498e-64
Gen2.2_TCF4,104786.0,104786.0,8283.0,15363.0,118.0,804.0,77.78173552520252,0.0,86.87303197904556,0.0,0.1772612753612124,0.0,0.1772612753612124,0.0,0.017626400473345676,7.140625407245054e-15,0.0,0.0,0.0,0.0,0.1772612753612124,0.0,0.0012786427434794247,39358.0,0.0,0.0,0.0,0.0
LS180_TCF4,7345.5,7345.5,195829.5,229097.375,2560.4300000000003,14722.1375,6.705934387251845,1.4742877028131852e-10,6.1735311619511855,1.9398635947496336e-08,0.05663736687673532,3.0114560105328078e-09,0.05663736687673532,1.5057280052664014e-09,0.00922235175517146,0.5377369881424818,0.0,0.0,0.0,0.0,0.05663736687673532,1.5057280052664014e-09,0.0037607691293001797,1254.5,1.1025736283949416e-08,1.7258981507970395e-07,0.0,2.3529678237509265e-08
HUES64_TCF4,6531.0,6531.0,259707.0,254989.5,2950.3,16300.0,1.1776851826596793,0.23894414008176273,-0.10446359579683728,0.7177087383131835,0.02266115449395192,0.06989392692104432,0.020364415862808145,0.06664020811407871,0.021129995406522738,0.05415347623355494,0.0,0.0,0.0,0.0,-0.01982851018220793,0.0349484501302532,0.02359235541467977,3058.0,0.5370287671774566,0.865842925610521,0.0,0.23303372829000296
HCT-116_TCF4,2881.0,2881.0,388303.0,587108.5,7361.7,38339.0,12.626936467468418,4.497782049377247e-36,10.023951037749047,1.1963429463279767e-23,0.15411315515446025,2.953544997648338e-30,0.15411315515446025,1.4767724988241718e-30,0.019611246095105866,0.33028193250101967,273.0,23.0,13.01,6.379999999999999e-58,0.15411315515446025,1.4767724988241718e-30,0.006164226879365199,1320.0,4.456483021496289e-16,1.1092749717003785e-10,1.4469356908496096e-25,1.1084025172124574e-13
CAL-1_TCF4,45540.0,45540.0,32037.5,82755.375,831.875,5209.8125,54.80999233274143,0.0,57.926649580028915,0.0,0.22303751362282564,0.0,0.22303751362282564,0.0,0.022400099601921825,1.6937593075075884e-05,0.0,0.0,0.0,0.0,0.22303751362282564,0.0,0.0025822769404189273,13695.0,0.0,0.0,0.0,0.0
SH-SY5Y_TCF4,5752.0,5752.0,196354.5,290228.75,3404.2799999999997,18729.075,15.61627593060649,2.0399333988421194e-54,13.958740758196225,2.7830769050158734e-44,0.13525730180806675,2.9092188032062396e-46,0.13525730180806675,1.454609401603118e-46,0.014255910987482615,0.31070148597975794,0.0,0.0,0.0,0.0,0.13525730180806675,1.454609401603118e-46,0.004991356735427085,596.0,4.81462528777169e-24,1.2136616830705775e-19,0.0,1.2391779919888294e-20
RPMI-8402_TCF7L1,13860.0,13860.0,102032.0,167300.25,2299.4725,12114.1875,27.340904790295255,5.135448695009268e-73,26.800066377813987,1.3457594971825886e-68,0.17269265322208782,4.304302932962343e-82,0.17269265322208782,2.1521514664811686e-82,0.028121559790835256,0.0015472477675677672,698.5,54.5,13.82,2.2849999999999996e-97,0.17269265322208782,2.1521514664811686e-82,0.002946685120234315,4342.0,4.520809405752291e-154,2.2447463748896743e-151,4.362125910512168e-125,3.094821730249951e-172
HCT-116_TCF7L1,11111.0,11111.0,91004.0,172884.0,2341.0,12459.75,31.826692943652574,1.5702601367474177e-215,29.5347683955445,1.1834997381119723e-191,0.19372693726937273,1.0803312909246342e-197,0.19372693726937273,5.401656454623171e-198,0.02704527045270455,0.00011707511880443148,812.0,45.0,19.26,3.609999999999998e-204,0.19372693726937273,5.401656454623171e-198,0.0038665631092014746,3241.0,0.0,0.0,0.0,0.0
GM12878_TCF7L1,42080.0,42080.0,19016.5,45417.25,568.0,3229.425,79.9204747884838,0.0,77.87882747397195,0.0,0.2496554182509506,0.0,0.2496554182509506,0.0,0.02383555133079851,4.045246494853042e-11,1562.0,150.0,10.78,1.1999999999999991e-301,0.2496554182509506,0.0,0.001604436365945464,6728.0,0.0,0.0,2.0499767021228155e-131,0.0
Kasumi-1_TCF7L1,81083.0,81083.0,9634.0,23516.0,287.0,1646.0,105.70570121803686,0.0,112.5126976612053,0.0,0.2692241283622955,0.0,0.2692241283622955,0.0,0.02359927481716267,2.3896949497815662e-20,0.0,0.0,0.0,0.0,0.2692241283622955,0.0,0.0014029308429383974,22158.0,0.0,0.0,0.0,0.0
U937_TCF7L2,9071.0,9071.0,109720.0,211483.5,2869.5,15091.5,25.14917479406294,3.2292868048643286e-137,26.46320306460234,2.574228869444999e-154,0.1974975195678536,5.1049530464316074e-155,0.1974975195678536,2.552476523215797e-155,0.03130856575901224,0.00013740256018242918,0.0,0.0,0.0,0.0,0.1974975195678536,2.552476523215797e-155,0.0037811422149441666,1695.0,5.281510823840639e-60,1.9814886132941397e-67,0.0,7.262673994923986e-68
MCF-7_TCF7L2,18642.0,18642.0,58882.0,102526.0,1375.705,7373.1,33.56901873128167,2.0746630377312653e-243,34.06057370193187,2.8447501929928225e-254,0.1735865250509602,4.652596992365014e-246,0.1735865250509602,9.902843710279795e-245,0.021269177126917727,0.00021298590335123307,468.0,25.0,19.18,4.199999999999999e-108,0.1735865250509602,9.902843710279795e-245,0.002633200526743358,3378.0,4.01873600663005e-106,7.698222498781223e-111,2.327392776753535e-47,1.0722720219777995e-106
HepG2_TCF7L2,4687.0,4687.0,206296.0,410894.5,5767.9400000000005,29604.4,21.83348839528294,4.0725587057415707e-103,18.822925399942047,4.901424992201782e-79,0.2166631107318114,1.0134668608668258e-96,0.2166631107318114,5.067334304334131e-97,0.0360571794324728,0.002255611900007227,331.0,11.0,32.3,1.2899999999999998e-85,0.2166631107318114,5.067334304334131e-97,0.006074741482453647,878.0,3.408241735031339e-45,9.784510907486941e-35,1.3583057500120522e-37,1.51187932406525e-42
None_TCF7L2,14506.0,14506.0,71263.5,135253.625,1803.8875,9738.25,32.4966053836622,4.733480392027159e-192,33.41893778770692,1.7673543215810902e-202,0.1945346741895855,2.2057540434258407e-196,0.1945346741895855,4.132989368170759e-195,0.028138297109128657,2.7924525366509244e-05,0.0,0.0,0.0,0.0,0.1945346741895855,4.132989368170759e-195,0.0031295866279455295,3022.5,2.0628412319278683e-196,7.221230360545822e-212,0.0,2.2646475461588622e-206
MDA-MB-453_TCF7L2,43352.0,43352.0,42189.0,90725.0,1227.76,6494.85,57.549245304377294,0.0,53.30951827730285,0.0,0.19949356942066898,3.2502929426046496e-299,0.19949356942066898,7.544642710515576e-296,0.02791973813287682,1.7537278600297951e-06,0.0,0.0,0.0,0.0,0.19949356942066898,7.544642710515576e-296,0.002323738202022739,2301.0,0.0,0.0,0.0,0.0
HeLa_TCF7L2,24093.0,24093.0,176421.25,291557.625,4128.7325,20763.574999999997,38.53719043966703,3.4292753428262614e-42,37.02673580934931,7.660361256537134e-35,0.17811086848635485,7.066505044906571e-40,0.17811086848635485,3.5332525224532972e-40,0.027900986336909964,0.010851436680320872,1718.5,119.5,20.04,4.104999999999999e-97,0.17811086848635485,3.5332525224532972e-40,0.0040245563530775805,2891.0,0.0,0.0,0.0,0.0
HEK293_TCF7L2,16172.0,16172.0,77221.5,118267.25,1556.9050000000002,8483.7,26.553593867999588,1.0443489776021342e-153,25.020396394028,3.796207447890343e-138,0.14048973534504083,1.0612792298376966e-139,0.14048973534504083,2.0671265170768212e-139,0.020127380657927296,0.001399833358770766,0.0,0.0,0.0,0.0,0.14048973534504083,2.0671265170768212e-139,0.0027887267432748905,2438.0,3.640230036565118e-67,2.084346791134147e-60,0.0,5.8888323237970925e-61
HCT-116_TCF7L2,44798.0,44798.0,22758.5,42479.0,555.5,3013.275,63.205403701586405,0.0,59.71630102784659,0.0,0.1884347515514085,0.0,0.1884347515514085,0.0,0.020837983838564222,3.491675429860938e-09,2128.0,182.0,12.23,0.0,0.1884347515514085,0.0,0.0017083437243293708,14044.0,0.0,0.0,0.0,0.0
PANC-1_TCF7L2,18919.0,18919.0,48415.0,101040.0,1370.27,7231.049999999999,44.108685834481165,0.0,42.59196750003318,0.0,0.21668692848459226,0.0,0.21668692848459226,0.0,0.03409271103123845,2.7236138063276393e-10,1582.0,112.5,15.254999999999999,0.0,0.21668692848459226,0.0,0.002753616857396643,3082.0,0.0,0.0,0.0,0.0
K562_TCF7L2,2699.0,2699.0,356434.5,762547.75,11245.42,55363.75,15.721011483165302,1.4832847559200465e-47,14.908780334215999,1.898288719005994e-45,0.21670033899847563,1.0226017075599043e-52,0.21670033899847563,5.113008537799506e-53,0.03989994876215772,0.01876361312590743,244.0,12.0,22.725,1.9449999999999995e-50,0.21670033899847563,5.113008537799506e-53,0.007328207141594387,975.5,9.881205915872726e-116,3.8885365465885353e-109,8.485595778834102e-110,2.3595768834921416e-123
LNCaP_TCF7L2,22175.0,22175.0,42953.0,86035.0,1189.1599999999999,6188.55,47.76573072403784,0.0,45.421921373061835,0.0,0.20759864712514095,0.0,0.20759864712514095,0.0,0.021307779030439677,4.153321162355806e-05,601.0,85.5,7.2,1.6529999999999995e-97,0.20759864712514095,0.0,0.0023847269168085915,5962.0,0.0,0.0,9.294583882779522e-43,0.0
RD_TEAD1,33830.0,33830.0,28054.0,57193.75,708.515,4071.575,54.03577035110615,0.0,57.51928770453547,0.0,0.21557788944723613,0.0,0.21557788944723613,0.0,0.029086609518179207,3.6085132070829737e-13,0.0,0.0,0.0,0.0,0.21557788944723613,0.0,0.0021021660348456645,4743.0,0.0,0.0,0.0,0.0
HuCCT1_TEAD1,48896.0,48896.0,23652.5,39582.25,474.95,2787.125,46.30160152300644,0.0,50.59477637217378,0.0,0.16127086060209428,0.0,0.16127086060209428,0.0,0.02171956806282721,9.398359682144279e-11,0.0,0.0,0.0,0.0,0.16127086060209428,0.0,0.0015529547366335819,15685.0,0.0,0.0,0.0,0.0
MSTO_TEAD1,33482.0,33482.0,31069.0,57898.0,728.145,4116.725,49.73846331479529,0.0,50.478628091599475,0.0,0.18926587420106322,0.0,0.18926587420106322,0.0,0.022474762558986894,4.4202336688765e-08,0.0,0.0,0.0,0.0,0.18926587420106322,0.0,0.0020636556926628036,9061.0,0.0,0.0,0.0,0.0
SF268_TEAD1,40052.0,40052.0,26819.5,48765.75,590.85,3462.7875000000004,53.08537196956128,0.0,50.521601873527395,0.0,0.18542899697508497,0.0,0.18542899697508497,0.0,0.02567649955046461,1.1219940269315047e-11,0.0,0.0,0.0,0.0,0.18542899697508497,0.0,0.0019848746458689497,7191.0,0.0,0.0,0.0,0.0
K562_TEAD2,4985.0,4985.0,166916.0,390491.5,5399.54,28060.0,23.392853783762124,7.2880058927250925e-118,24.197843052956333,2.4160518219019922e-129,0.2519558676028084,2.4411330288258983e-139,0.2519558676028084,1.2205665144129462e-139,0.03791374122367101,0.0007718690796273473,489.0,28.0,19.25,9.779999999999998e-115,0.2519558676028084,1.2205665144129462e-139,0.005162161000187229,521.0,1.3423857720850385e-51,1.3880105360904515e-56,3.063608607002002e-50,4.684466915253397e-61
ECC-1_TEAD4,74409.0,74409.0,14183.0,26016.0,325.0,1844.5,77.142399971841,0.0,77.38183896046527,0.0,0.18584445429988306,0.0,0.18584445429988306,0.0,0.022376325444502743,6.455860935316061e-17,0.0,0.0,0.0,0.0,0.18584445429988306,0.0,0.0014103488636977679,10844.0,0.0,0.0,0.0,0.0
MDA-MB-231_TEAD4,14505.5,14505.5,77826.5,146525.5,1967.2725,10608.6375,33.67073327780203,6.658523182286423e-187,31.45172494022959,1.7994855356927598e-156,0.1956736549591332,2.0576224642401096e-176,0.1956736549591332,3.396539857158277e-175,0.02875778595787576,4.338196340531105e-05,0.0,0.0,0.0,0.0,0.1956736549591332,3.396539857158277e-175,0.003408675789961739,1654.5,1.968012274279832e-212,2.0690822455227045e-190,0.0,1.2970693224456346e-206
H1_TEAD4,50909.0,50909.0,127102.5,154239.0,2145.85,11174.85,23.042395533561056,1.1582557665789754e-22,21.672948053944392,2.8788193143386474e-16,0.07965246969458371,3.4455042866155525e-20,0.07965246969458371,1.722752143307782e-20,0.015830226968584292,0.07811759346221192,1062.0,173.0,15.925,6.299999999999998e-137,0.07965246969458371,1.722752143307782e-20,0.002891857615603527,7170.0,1.866946715813574e-132,8.733787545660118e-123,1.8738831710072976e-143,1.4925033381550775e-115
SNU216_TEAD4,30012.0,30012.0,34186.0,64584.75,850.3299999999999,4648.025,45.46314751465465,0.0,47.60733686390614,0.0,0.19338931094228973,0.0,0.19338931094228973,0.0,0.028188724510195936,4.274154746824653e-11,0.0,0.0,0.0,0.0,0.19338931094228973,0.0,0.001995504890802736,9507.0,0.0,0.0,0.0,0.0
MCF-7_TEAD4,30107.0,30107.0,34869.0,64500.0,842.3,4639.950000000001,46.555905355896016,0.0,47.71469787902685,0.0,0.18756435380476302,0.0,0.18756435380476302,0.0,0.024047563689507445,2.6810193295585652e-08,601.0,48.0,12.76,9.449999999999997e-124,0.18756435380476302,0.0,0.0022083628257566256,1710.0,0.0,0.0,3.7248509223600157e-54,0.0
HepG2_TEAD4,46233.0,46233.0,19195.0,41935.5,533.48,2995.8,68.2752089182313,0.0,73.29539976487837,0.0,0.2330910821274847,0.0,0.2330910821274847,0.0,0.027415482447602335,7.886817142507232e-16,1360.0,108.0,12.94,6.579999999999997e-280,0.2330910821274847,0.0,0.0018625436544329453,5144.0,0.0,0.0,5.661037837304903e-122,0.0
HuCCT1_TEAD4,20110.0,20110.0,51686.5,96838.5,1284.495,6964.225,37.6297134931239,1.4446011537199656e-304,39.34704294385661,0.0,0.19005469915464945,1.59759e-318,0.19005469915464945,2.82292766e-316,0.026653406265539525,6.081287821913303e-07,0.0,0.0,0.0,0.0,0.19005469915464945,2.82292766e-316,0.0028541252738928376,2764.0,1.1062547737495206e-132,0.0,0.0,9.092433488039457e-138
SK-N-SH_TEAD4,53455.0,53455.0,18580.0,36239.5,455.03999999999996,2570.35,65.60710637018967,0.0,69.71238658460126,0.0,0.20217004957440843,0.0,0.20217004957440843,0.0,0.024038911233748017,3.7514838510016336e-14,0.0,0.0,0.0,0.0,0.20217004957440843,0.0,0.001837100195077202,6439.0,0.0,0.0,0.0,0.0
A549_TEAD4,25737.0,25737.0,39100.0,75596.0,1008.12,5423.5,47.87107093067871,0.0,46.82119646722927,0.0,0.19864397559933172,0.0,0.19864397559933172,0.0,0.026829078758208058,8.769752105992643e-09,0.0,0.0,0.0,0.0,0.19864397559933172,0.0,0.0023360401373440916,5125.0,0.0,0.0,0.0,0.0
HCT-116_TEAD4,39248.0,39248.0,24368.5,49398.75,632.205,3528.05,63.63185126407166,0.0,64.04505605906462,0.0,0.21345036689767638,0.0,0.21345036689767638,0.0,0.01852323685283319,1.3917947886556487e-06,1951.0,192.0,10.64,0.0,0.21345036689767638,0.0,0.0020442231992947534,6188.0,0.0,0.0,0.0,0.0
BE2-C_TEAD4,72028.0,72028.0,13927.0,26882.0,333.635,1900.025,69.55337313727807,0.0,78.20284968200616,0.0,0.201407785861054,0.0,0.201407785861054,0.0,0.022671738768256792,8.15250656183449e-17,0.0,0.0,0.0,0.0,0.201407785861054,0.0,0.0014614810776001049,13758.0,0.0,0.0,0.0,0.0
K562_TEAD4,96855.0,96855.0,9606.0,19974.5,245.0,1401.7,101.94478997105458,0.0,110.39752398734254,0.0,0.2301275101956533,0.0,0.2301275101956533,0.0,0.015776160239533318,3.342392997237766e-11,3910.0,518.5,7.8149999999999995,0.0,0.2301275101956533,0.0,0.0011619664084038125,12203.0,0.0,0.0,0.0,0.0
MKN28_TEAD4,5899.0,5899.0,153026.0,330122.0,4680.34,24157.15,26.352543929046476,9.240888450543908e-149,23.11687910609434,3.1333860685278817e-118,0.2328360739108323,1.4280628806772998e-140,0.2328360739108323,7.140314403386486e-141,0.036785895914561786,0.00034098785429037,0.0,0.0,0.0,0.0,0.2328360739108323,7.140314403386486e-141,0.00455314867395098,1959.0,5.123023399030961e-65,9.303947233762607e-52,0.0,1.3653461793838645e-61
MCF-7_TFAP2A,38911.0,38911.0,26501.0,38309.5,205.0,1567.75,26.663908487357073,6.618525181453132e-156,29.51952042271223,1.6806944151418073e-191,0.09904654210891524,1.4415660307453245e-166,0.09904654210891524,1.6179061666719396e-166,0.01124525698516732,0.010860438773052972,570.0,97.5,5.92,1.0199999999999999e-86,0.09904654210891524,1.6179061666719396e-166,0.0023053367392294752,14404.0,7.596509626594256e-166,1.8290449964369874e-222,2.773209348480256e-107,5.702273085199081e-204
None_TFAP2A,59706.0,59706.0,22746.0,31177.75,168.56,1255.1,20.181627634150882,1.0151612994124855e-58,22.626619306828008,2.472904587461523e-113,0.07904739004334098,3.4813563802142695e-108,0.07904739004334098,2.563298003826711e-108,0.017019038308836516,0.010363701500299024,0.0,0.0,0.0,0.0,0.07904739004334098,2.563298003826711e-108,0.001945130823890829,17021.0,5.018789484769033e-225,0.0,0.0,0.0
