,#TFBS_nonBlackList,#TFMS,TFBS_nonBlackList dis-to-neighbor median,TFMS dis-to-neighbor median,TFMS percentile-1,TFMS percentile-5,log10-dis T-test-s,log10-dis T-test-p,log10-dis Wilcoxon-rank-sum-s,log10-dis Wilcoxon-rank-sum-p,log10-dis ks_2samp-s,log10-dis ks_2samp-p,log10-dis ks_2samp-s less,log10-dis ks_2samp-p less,log10-dis ks_2samp-s greater,log10-dis ks_2samp-p greater,TFBS_nonBlackList overlap SE,TFMS overlap SE,fisher_exact_s,fisher_exact_p,log10-dis ks_2samp-s signed,log10-dis ks_2samp-p signed,log10-dis ks_2samp-s signed std,PeaksFCAbove10,log10-dis T-test-p Fisher-TF-Celltype-combined,log10-dis Wilcoxon-rank-sum-p Fisher-TF-Celltype-combined,fisher_exact_p Fisher-TF-Celltype-combined,log10-dis ks_2samp-p signed Fisher-TF-Celltype-combined
HRE_CTCF,53001.5,53001.5,27502.75,29868.625,187.0,1461.525,-3.3951462966860735,0.0012839749036976395,4.943381815502974,1.4177776092649513e-06,0.028603884350752007,2.9422836764966565e-19,0.028237775643903895,7.520231275499527e-19,0.02665507122806605,4.3546251939910954e-17,0.0,0.0,0.0,0.0,0.028106470659941873,1.468896380873115e-19,0.023182676743746224,33518.0,0.012517333289502575,6.312866624174864e-05,0.0,1.659014349332119e-15
AG09319_CTCF,49417.0,49417.0,26946.0,32140.25,204.9125,1592.9,9.93356903311969,1.0119421662833976e-17,17.003201434672114,7.629603474950165e-57,0.054609700117392135,1.1073259275134798e-58,0.054609700117392135,5.904684601271396e-59,0.011433814974831598,0.0017456634823995948,0.0,0.0,0.0,0.0,0.054609700117392135,5.904684601271396e-59,0.0016559303860014599,35133.0,5.488956655593445e-19,1.5014433041410831e-54,0.0,2.117290750393226e-54
T47D_CTCF,36107.0,36107.0,38636.0,44169.5,305.56,2273.8,8.802570547234069,1.370225748471922e-18,11.846849486742801,2.2404362574179162e-32,0.043232614174536804,9.303285505238978e-30,0.043232614174536804,4.7205136231414826e-30,0.008696374664192541,0.06461181312362717,0.0,0.0,0.0,0.0,0.043232614174536804,4.7205136231414826e-30,0.0022801623517003052,18764.0,1.7462539057167823e-08,1.7977284473399348e-14,0.0,1.836011331909374e-13
GM12874_CTCF,44034.0,44034.0,30654.0,36176.75,240.155,1815.95,5.368481908558138,0.0027342178028898025,12.567118423375245,9.282515575811127e-26,0.04903898325195302,2.3712014973446344e-35,0.04903898325195302,1.2027121088817434e-35,0.011358502172525679,0.009937650346036468,0.0,0.0,0.0,0.0,0.04903898325195302,1.2027121088817434e-35,0.0018241706435570045,28362.0,7.33373233066864e-07,1.5205681889737651e-30,0.0,4.321499806861694e-39
GP5d_CTCF,35271.5,35271.5,41049.5,50266.0,359.3725,2633.5375,12.4884061230581,7.0337310427336e-15,13.335400314685943,4.626575199285331e-20,0.05425118828361959,9.680724103032376e-22,0.05425118828361959,4.845505645796728e-22,0.008874227152136864,0.07523525690183733,0.0,0.0,0.0,0.0,0.05425118828361959,4.845505645796728e-22,0.002044731731605877,12826.5,1.7350583202228388e-33,9.390228290002703e-37,0.0,1.3368412051994479e-34
NHEK_CTCF,53727.0,53727.0,27710.25,29627.875,187.595,1450.575,-0.02101069681229706,0.0010796731958246167,9.112125229193076,1.739449896737609e-19,0.0412922951849318,1.3632752583663674e-34,0.0412922951849318,6.932357491848137e-35,0.02459402310131094,3.446215636093934e-13,0.0,0.0,0.0,0.0,0.0412922951849318,6.932357491848137e-35,0.0015351610571172798,31838.0,2.8796057217357364e-44,3.568580140420325e-117,0.0,1.8468218578969301e-178
PANC-1_CTCF,41540.0,41540.0,33398.0,38293.75,256.085,1931.95,-3.9840458915507697,6.780993032385495e-05,8.085825221553545,6.196631733446499e-16,0.048288584748086734,4.422803850151945e-41,0.04810469715149096,2.2766648135723986e-41,0.038336543090996635,2.9483485607004133e-27,825.0,493.0,1.69,2.6049999999999998e-20,0.045125180548868604,2.2766648135723986e-41,0.002026122778326252,20128.0,8.927936662793996e-05,9.915988895754007e-20,6.076371933939275e-25,2.993178688636511e-51
Rh4_CTCF,67024.0,67024.0,18887.0,23480.25,138.115,1108.975,13.505519510915061,4.2135108663006856e-32,20.9593618962477,3.2820572723943497e-88,0.0637287952688769,2.7796168848942834e-114,0.0637287952688769,1.718910743164148e-114,0.015776462259284425,5.649946096118755e-08,0.0,0.0,0.0,0.0,0.0637287952688769,1.718910743164148e-114,0.0014269224366881413,33432.0,7.809134643568604e-35,9.55364062548076e-83,0.0,4.2063012253798674e-101
SK-N-AS_CTCF,60730.0,60730.0,23445.5,26009.75,157.14499999999998,1247.0,-1.5861105218264915,0.11271712369686747,7.385676579460354,1.517382070331563e-13,0.03071793182940885,2.5233655801741877e-25,0.03071793182940885,1.263408150473723e-25,0.0173390416598057,1.1564220913331568e-08,0.0,0.0,0.0,0.0,0.03071793182940885,1.263408150473723e-25,0.0017051004247291973,42341.0,0.3875113648258383,2.7090702802694596e-06,0.0,1.5372263132543963e-11
K562_CTCF,48975.0,48975.0,25341.5,32396.5,208.27,1594.35,10.63524103825899,2.128102935187441e-26,20.98201166221616,9.592217314328464e-98,0.07583935657123003,8.391606883613165e-116,0.07583935657123003,6.852017767606839e-116,0.012618942055182323,0.0009371643046870329,976.0,512.0,1.975,1.65e-34,0.07583935657123003,6.852017767606839e-116,0.0017255646930589008,28532.0,8.153802101035662e-213,0.0,8.35518513019e-312,0.0
MM.1S_CTCF,46814.0,46814.0,29476.5,33956.5,221.34,1692.4,4.516695366291106,7.779599884664314e-06,11.100086413227608,2.170123760872907e-27,0.04204719450971005,4.7202123894318e-35,0.04204719450971005,2.3901819823410127e-35,0.013882730088439361,0.00012715092994382025,0.0,0.0,0.0,0.0,0.04204719450971005,2.3901819823410127e-35,0.0017811306115546768,27081.5,0.00034327167291435854,3.170806418447879e-23,0.0,4.890066488518381e-30
ID00016_CTCF,61184.0,61184.0,21273.0,25770.25,154.83,1229.575,1.7934061798372873,0.07291705801843971,15.05109592139737,3.409538605508705e-51,0.06156838389121344,2.999782268490626e-101,0.06156838389121344,1.7842029676441838e-101,0.02806289225941422,1.1546495166852326e-21,0.0,0.0,0.0,0.0,0.06156838389121344,1.7842029676441838e-101,0.0014877841289272472,30198.0,0.32072511505095336,1.2087269013947365e-22,0.0,1.759779204389656e-44
HA-sp_CTCF,43914.5,43914.5,31261.75,36511.75,241.8125,1838.2625,5.752728313914847,5.793662593249727e-08,12.679496712857592,8.122986205197855e-37,0.0467189992038296,4.211858028478788e-39,0.0467189992038296,2.1632514525480803e-39,0.010857748702868748,0.009815349814680376,0.0,0.0,0.0,0.0,0.0467189992038296,2.1632514525480803e-39,0.0017888999398554904,31063.0,1.5956113917473075e-06,3.1399447007365334e-30,0.0,6.30088264283772e-35
LNCaP_CTCF,48950.0,48950.0,33286.0,32369.75,207.99,1601.95,-8.910896035871266,5.1402507317035015e-19,-2.8064013424585266,0.005010232806102903,0.026935648621041884,7.365796235009129e-16,0.009485878446442553,0.01583596462571104,0.026935648621041884,3.6697774541561636e-16,827.0,810.5,1.0350000000000001,0.539,-0.026935648621041884,3.6697774541561636e-16,0.0014953047222453137,35233.0,9.079547709650897e-16,0.020044964594094914,0.7767810343855059,6.730044328590367e-13
GM19240_CTCF,67358.0,67358.0,19975.0,23356.25,138.0,1099.925,17.938007429756553,7.733813391567356e-72,23.204927010075778,4.105221112914183e-119,0.07371711901869812,4.306939379844671e-119,0.07371711901869812,2.9327016329854594e-119,0.013971029399160026,1.1478295097371068e-06,0.0,0.0,0.0,0.0,0.07371711901869812,2.9327016329854594e-119,0.0017424945762400555,37810.0,5.207963339687232e-202,3.901694651535467e-270,0.0,1.730679198902e-311
FB8470_CTCF,45129.0,45129.0,27524.0,35210.75,230.21,1757.2,15.604528538497439,8.097018275444969e-44,22.096866793781146,2.4492248876418508e-95,0.07475040318852749,1.9960067128372444e-100,0.07475040318852749,1.2664203262380507e-100,0.009643590761259039,0.015507969525647553,0.0,0.0,0.0,0.0,0.07475040318852749,1.2664203262380507e-100,0.0018765016315137936,27989.5,3.204565582001383e-46,4.1168401616268694e-92,0.0,8.414066698063057e-94
GM19239_CTCF,65305.0,65305.0,19833.0,24110.0,143.0,1141.2,16.343828732359384,6.267926935851236e-60,22.089797910742803,4.002162023412614e-108,0.07672058443413554,2.1666423616994136e-103,0.07672058443413554,1.5055545866667035e-103,0.014440801556314364,2.1702556232175232e-07,0.0,0.0,0.0,0.0,0.07672058443413554,1.5055545866667035e-103,0.001607083089463521,33380.0,4.478391902811954e-185,1.349022236950026e-255,0.0,1.2446353860523556e-291
GM19099_CTCF,45417.0,45417.0,31199.0,35286.375,230.2375,1758.4,-2.5738146349738016,0.025658014596309526,8.526676939459643,3.980227442765382e-12,0.04293591072499159,1.0025169007140833e-25,0.04293591072499159,5.0364869725274427e-26,0.02977835000531713,3.6366253908758766e-16,0.0,0.0,0.0,0.0,0.04293591072499159,5.0364869725274427e-26,0.0016507930179568318,30145.5,0.08164043376786105,2.5971622769361293e-14,0.0,9.956957686732764e-32
GM12892_CTCF,70525.0,70525.0,18653.0,22312.0,128.0,1046.0,25.736740547398902,1.1984499559796514e-145,29.09364558562454,4.3586423991439705e-186,0.07784473590925206,6.423186886895989e-167,0.07784473590925206,5.55904257841291e-167,0.01685722318541774,2.8692039900925e-11,0.0,0.0,0.0,0.0,0.07784473590925206,5.55904257841291e-167,0.0014076589549218016,37168.0,0.0,0.0,0.0,0.0
GM19193_CTCF,47546.5,47546.5,29930.25,33406.5,217.4775,1659.3874999999998,-4.589203929621958,0.006935087300452408,6.937286910232232,3.3139521343719554e-07,0.04019922170123397,8.320153247687649e-29,0.038929068258503535,2.530123953427133e-25,0.03358245303133378,4.1391122804700997e-20,0.0,0.0,0.0,0.0,0.003835957816613056,4.180883467439057e-29,0.012156124868552488,31255.0,4.6319273496322e-05,6.194027233028826e-10,0.0,5.255563607967596e-28
HAP-1_CTCF,40470.5,40470.5,36197.25,39369.5,265.75,2008.2,0.16722996668577395,0.06979419392123172,6.297216662998381,1.601658930715571e-07,0.02793124496482499,1.1850300851364962e-10,0.02793124496482499,5.89698923353104e-11,0.01412349427538866,0.00030984034413878217,0.0,0.0,0.0,0.0,0.02793124496482499,5.89698923353104e-11,0.0018707135693693598,26126.0,0.146522397800816,1.1492744472696446e-13,0.0,8.354031857286874e-21
SH-SY5Y_CTCF,38464.0,38464.0,35052.0,41391.75,282.945,2113.0,7.261032505499454,3.9031392234946686e-13,12.771671731030354,2.370878678482434e-37,0.05004679700499168,2.7061241867044657e-42,0.05004679700499168,1.4024969577865308e-42,0.01033433860232945,0.016273994089928204,0.0,0.0,0.0,0.0,0.05004679700499168,1.4024969577865308e-42,0.0018761645843635704,27493.0,4.083378055545524e-06,1.2414385385401264e-16,0.0,6.659328773878061e-19
AG09309_CTCF,35293.5,35293.5,39935.25,50062.375,360.93,2637.6,10.176211663929047,3.78379941857843e-19,17.05378434990495,2.3162919751657284e-64,0.06652691327796102,2.860696910236764e-59,0.06652691327796102,1.6412392186080368e-59,0.010699989513871074,0.04829645893888078,0.0,0.0,0.0,0.0,0.06652691327796102,1.6412392186080368e-59,0.0018845959194573102,23601.5,7.883154818192046e-20,1.2568515314247035e-54,0.0,3.081286815797714e-54
GM13977_CTCF,51367.0,51367.0,26353.0,30844.0,195.82999999999998,1513.9499999999998,9.341354756201103,9.69714186268791e-21,14.13519995878157,2.317541363329605e-45,0.04690754764732222,1.5058132298140302e-49,0.04690754764732222,7.843666501111974e-50,0.011398368602410107,0.0012494110717858379,0.0,0.0,0.0,0.0,0.04690754764732222,7.843666501111974e-50,0.0019287050172600588,34726.0,2.0338073657564535e-09,4.1236114874855665e-20,0.0,4.718029180142599e-22
Ovcar8_CTCFL,52326.0,52326.0,20679.0,22920.5,81.0,632.0,6.770106606370496,1.294242423634739e-11,10.332983351606554,5.071027570887567e-25,0.03463861177999465,1.042621998660139e-27,0.03463861177999465,5.237558689196251e-28,0.025216909375836108,3.4561696556108335e-15,0.0,0.0,0.0,0.0,0.03463861177999465,5.237558689196251e-28,0.0012570014535712567,17562.0,1.8681359141023215e-05,2.8109766766639562e-11,0.0,1.4192804507982182e-12
MCF-7_CTCFL,21130.5,21130.5,46409.5,61338.0,247.7275,2194.8375,17.421203426446965,1.866204642908401e-59,17.58642775831349,3.558244094098052e-53,0.0749633469870017,5.54737909460857e-38,0.0749633469870017,2.9520482673150805e-38,0.009939313351173195,0.15663878747934473,130.5,56.0,2.3200000000000003,1.925265e-06,0.0749633469870017,2.9520482673150805e-38,0.0027453166715931494,5524.0,4.758934025894642e-57,4.634352455869074e-59,6.5422916644384804e-06,8.91627023138891e-45
Delta47_CTCFL,31146.0,31146.0,33578.0,39629.0,148.175,1263.25,12.418209104967243,2.2932830411944517e-35,12.75903161039075,2.780872644930857e-37,0.04679573621010727,4.4975360026709134e-30,0.04679573621010727,2.2865834780800814e-30,0.013516984524497528,0.0033320502647306263,0.0,0.0,0.0,0.0,0.04679573621010727,2.2865834780800814e-30,0.0013330883136554895,13904.0,9.04144627123088e-16,1.330483736720735e-16,0.0,1.3401657094086465e-13
K562_CTCFL,21124.5,21124.5,44649.0,61561.25,250.7925,2228.7125,14.779463655336595,1.725580210683971e-44,18.11685376761461,4.322480919079274e-61,0.08895698496058549,3.336064586619957e-58,0.08895698496058549,2.0165175158010383e-58,0.011254945997869033,0.07219552404057183,809.5,307.75,2.7074999999999996,9.05000000014225e-49,0.08895698496058549,2.0165175158010383e-58,0.002828466721480751,7525.0,4.91959611275081e-41,3.71556748281671e-62,7.415771876691906e-45,3.2609683877295114e-62
MCF-7_CUX1,14464.0,14464.0,84580.0,132646.0,1459.89,9022.725,19.89966514439738,6.062956965035232e-69,23.54947009172816,6.411955775449577e-91,0.14473788887148992,2.932174895059912e-95,0.14473788887148992,3.436085618216265e-95,0.020159436843515843,0.0077673314540727964,318.5,17.0,19.17,3.8399999999999992e-62,0.14473788887148992,3.436085618216265e-95,0.0032398682501222657,1003.0,7.084290393030692e-75,2.4622828891010103e-106,4.264688998864693e-62,3.514044093490603e-115
GM12878_CUX1,18112.0,18112.0,41460.0,100812.25,1089.94,6854.475,45.43912647481761,0.0,46.00546878959456,0.0,0.24859209363957602,0.0,0.24859209363957602,0.0,0.029980123674911707,8.274993207288712e-08,1049.0,54.0,20.56,3.419999999999998e-246,0.24859209363957602,0.0,0.0025990329015749677,827.0,0.0,0.0,2.4858907758391182e-107,0.0
K562_CUX1,21667.0,21667.0,35565.0,84274.0,862.46,5681.05,49.168248507158346,0.0,54.74586851480229,0.0,0.25432685650989983,0.0,0.25432685650989983,0.0,0.023584252549960768,5.69947036660776e-06,1384.0,71.0,20.75,0.0,0.25432685650989983,0.0,0.0025672566222064287,750.0,0.0,0.0,0.0,0.0
None_DUX4,154853.0,154853.0,12235.0,11795.0,121.0,812.0,-24.74030162400326,5.342489893318433e-135,-11.91263101096569,1.0176685023460699e-32,0.039272729620995386,3.3864052371422144e-104,0.008043111854468432,4.4247655561318824e-05,0.039272729620995386,1.8098450601375606e-104,0.0,0.0,0.0,0.0,-0.039272729620995386,1.8098450601375606e-104,0.0009084955537344553,48177.0,4.856238640142398e-59,1.2760860690489985e-14,0.0,8.815889113569677e-46
MDA-MB-231_E2F1,58379.0,58379.0,15827.0,34882.5,137.39,1468.0,78.08676073935578,0.0,79.8698400925019,0.0,0.20556193151646995,0.0,0.20556193151646995,0.0,0.013566522208328336,2.1269166605568204e-05,0.0,0.0,0.0,0.0,0.20556193151646995,0.0,0.001475091519393744,12717.0,0.0,0.0,0.0,0.0
MCF-7_E2F1,32515.0,32515.0,29094.0,55911.5,257.05,2563.5499999999997,50.76447322988927,0.0,50.42439773843423,0.0,0.17325389621666432,0.0,0.17325389621666432,0.0,0.01016416003309839,0.029901840797645463,482.0,85.5,5.4475,1.5800000000001092e-59,0.17325389621666432,0.0,0.002342873464402647,9088.0,0.0,0.0,3.7462999348936813e-153,0.0
None_E2F1,4406.0,4406.0,215803.0,376076.75,2649.9750000000004,20698.625,13.788196071759053,8.339529046223656e-43,13.388383301480378,7.072792273207071e-41,0.15720355349555812,4.5308780908333684e-48,0.15720355349555812,2.26543904541669e-48,0.020878471538310024,0.10936538906887576,0.0,0.0,0.0,0.0,0.15720355349555812,2.26543904541669e-48,0.006060691016295432,1078.0,1.8241056883125578e-237,1.524262507739286e-222,0.0,4.737924146026501e-217
HeLa_E2F1,13686.0,13686.0,52134.5,123401.25,600.0,6299.875,47.79426581909257,0.0,41.338143742372225,0.0,0.20961881482460198,3.6232669641149227e-292,0.20961881482460198,1.224281445272149e-289,0.019896907216494845,0.004585671829665618,1119.0,197.0,5.52,3.2799999999999996e-156,0.20961881482460198,1.224281445272149e-289,0.0036460247659607647,4441.0,0.0,0.0,6.955586581948198e-164,0.0
OCI-Ly1_E2F1,9400.0,9400.0,76493.5,176400.5,1011.3199999999999,9423.425,30.415243002933614,2.1720992791348986e-198,31.235566839453263,3.506392054560677e-214,0.22079787234042555,4.475450040846178e-201,0.22079787234042555,2.237725020423095e-201,0.02473404255319149,0.0031806615118858896,0.0,0.0,0.0,0.0,0.22079787234042555,2.237725020423095e-201,0.0042366983248206935,3443.0,1.4321798710921422e-86,1.984315705555509e-93,0.0,7.223177126268745e-88
MM1.S_E2F1,11604.0,11604.0,77267.5,143912.75,750.22,7626.0,24.98599558095995,5.448876301151874e-136,27.513772220418637,1.2254460191359898e-166,0.1733023095484315,7.467779927177769e-153,0.1733023095484315,3.701311897324629e-152,0.018269562219924207,0.020416400544940944,0.0,0.0,0.0,0.0,0.1733023095484315,3.701311897324629e-152,0.0035993632620376155,2476.0,1.8018743621791394e-59,8.819859797475901e-73,0.0,1.7142434063607507e-66
LNCaP-abl_E2F1,29171.0,29171.0,36152.0,61058.5,286.1,2850.25,40.93356818844412,0.0,41.03261785065169,0.0,0.1439614685818107,2.9929317467686822e-264,0.1439614685818107,2.4110236671989927e-263,0.010284186349456605,0.045250566427197665,0.0,0.0,0.0,0.0,0.1439614685818107,2.4110236671989927e-263,0.0025606208533157353,7785.0,0.0,0.0,0.0,8.841770751580277e-115
Raji_E2F1,7448.5,7448.5,106647.25,242162.75,1535.6875,13165.5625,23.82490230389312,2.1377870207624094e-81,26.00911679944992,9.79265414396771e-100,0.21889661293024582,3.0870074791875393e-111,0.21889661293024582,1.5435037395937662e-111,0.02579100133972091,0.009935931270577267,0.0,0.0,0.0,0.0,0.21889661293024582,1.5435037395937662e-111,0.00526930228576313,1674.5,1.8598824059116546e-108,1.4757441227259148e-131,0.0,2.4811880810715997e-134
LNCaP_E2F1,14549.5,14549.5,56642.0,115826.125,536.595,5921.6,38.95544408374448,3.223376139771933e-305,36.25458511668447,5.862566308995937e-277,0.19092830382317041,8.918955674369549e-229,0.19092830382317041,3.1713880003533295e-227,0.018623853725391326,0.007266538305585763,660.5,227.5,2.965,1.85e-50,0.19092830382317041,3.1713880003533295e-227,0.0033821926730646526,7067.0,0.0,0.0,1.9881442229752768e-293,0.0
LoVo_E2F3,25811.0,25811.0,31894.0,78933.0,739.05,5284.75,62.48583209549366,0.0,63.64283982700753,0.0,0.261458292975863,0.0,0.261458292975863,0.0,0.02467940025570492,1.4515591982194053e-07,0.0,0.0,0.0,0.0,0.261458292975863,0.0,0.0021429072673063996,1282.0,0.0,0.0,0.0,0.0
MCF-10A_E2F4,36334.0,36334.0,33206.0,33038.5,46.165,334.0,-8.681950709232037,3.993482325354996e-18,-1.1218863595568787,0.26191440458463067,0.040389167171244564,3.4861989544958785e-26,0.029861837397478937,8.238522184112402e-15,0.040389167171244564,1.7559084696460188e-26,0.0,0.0,0.0,0.0,-0.040389167171244564,1.7559084696460188e-26,0.001194934836380113,9316.0,2.7788370437526917e-08,0.5588687565813739,0.0,6.5242303327992216e-12
MCF-7_E2F4,6555.0,6555.0,146365.0,203119.5,336.32,6883.7,9.833304385616156,9.761524623392963e-23,9.946696834681793,2.658618932701709e-23,0.08901601830663616,5.211460769285969e-23,0.08901601830663616,2.6057303846429922e-23,0.011060259344012204,0.4485204652344316,151.0,18.0,8.56,1.1900000000000001e-27,0.08901601830663616,2.6057303846429922e-23,0.004843611463097477,2660.0,2.7603806422089484e-10,1.569107557596695e-10,2.027022722495768e-12,1.5554741318825488e-10
None_E2F4,6080.0,6080.0,150323.5,219831.5,368.61,7683.525,8.392929126481015,5.265903387330097e-17,10.58188908536084,3.6176106766711243e-26,0.10485197368421051,1.6702506179811032e-29,0.10485197368421051,8.351253089905509e-30,0.013651315789473685,0.32206521500085994,0.0,0.0,0.0,0.0,0.10485197368421051,8.351253089905509e-30,0.006090934526612647,2527.0,8.517762004991829e-08,8.93023707481005e-12,0.0,2.352215980749402e-13
HeLa_E2F4,9234.0,9234.0,86888.0,142050.5,217.155,3886.4,19.16002426844848,5.032044817607096e-81,18.339954062696677,4.1443074191880943e-75,0.12546025557721463,1.0433333338729512e-63,0.12546025557721463,5.2166666693647815e-64,0.01608187134502924,0.09181043804651376,709.0,193.0,3.9,3.2e-73,0.12546025557721463,5.2166666693647815e-64,0.00474926799989077,2024.0,1.3394013431109768e-35,4.966721835895786e-33,3.2800968655155727e-32,3.2863439688976877e-28
GM12878_E2F4,9680.0,9680.0,79889.5,134864.0,209.66,3588.3,14.650244015875177,2.440824896662829e-48,17.881458660522398,1.6590192573530171e-71,0.1321797520661157,4.714281383734474e-74,0.1321797520661157,2.3571406918672417e-74,0.016167355371900824,0.0796537801266296,146.0,62.5,2.36,6.05e-09,0.1321797520661157,2.3571406918672417e-74,0.004423471744848206,1230.0,2.0997611021557345e-21,1.8220993220762746e-31,0.000269688053221053,1.056655235543825e-32
K562_E2F4,17913.0,17913.0,38569.0,70367.5,101.06,998.9,27.46955909962982,2.1985759646600566e-164,30.600862136807606,1.2635711410985583e-205,0.14983531513426004,5.677475289403911e-176,0.14983531513426004,1.9912755839341265e-175,0.016356835817562664,0.008160672233513825,1439.0,330.0,4.65,1.2899999999999995e-172,0.14983531513426004,1.9912755839341265e-175,0.0030851747715570786,4501.0,8.400306316405854e-72,1.0321799013660344e-89,2.235515130274638e-75,1.3439303746908548e-76
H1_E2F6,67824.0,67824.0,16998.5,23021.25,5.0,119.0,6.670970624357046,2.5516750161113e-11,27.293576721169515,5.0581950775838634e-164,0.08249292285916487,3.546633737229603e-201,0.08249292285916487,3.4647424011462385e-201,0.06086341118188252,7.291526981980863e-110,1043.0,344.5,3.0549999999999997,1.3894999999999996e-82,0.08249292285916487,3.4647424011462385e-201,0.0015485059906502148,9650.0,2.508665218809005e-05,1.2062750945023075e-71,2.8177026756070607e-36,8.733438241602457e-88
HeLa_E2F6,13630.0,13630.0,60326.0,121602.5,79.87,4773.225,33.62830932253489,6.545992649928555e-243,33.96437367046558,7.521624534665785e-253,0.19156272927366105,1.6749363896613225e-219,0.19156272927366105,4.961466735869906e-218,0.02369772560528249,0.00046287056689097957,1060.0,183.0,6.2,7.34e-157,0.19156272927366105,4.961466735869906e-218,0.0031994851251055294,2284.0,6.619338038070157e-106,3.1920772480437205e-110,1.5550106329397364e-68,4.225737992811122e-95
A549_E2F6,26173.0,26173.0,30115.0,62182.5,24.0,1422.6,42.242066156988315,0.0,46.554984130970524,0.0,0.18933633897527985,0.0,0.18933633897527985,0.0,0.02651587513850151,9.9217827285279e-09,0.0,0.0,0.0,0.0,0.18933633897527985,0.0,0.0023792797609597086,2938.0,0.0,0.0,0.0,0.0
K562_E2F6,46717.0,46717.0,15406.0,34048.5,8.58,307.8,45.56163193420571,0.0,62.799684735385355,0.0,0.20222831089325086,0.0,0.20222831089325086,0.0,0.04456621786501702,4.828602073157529e-41,2772.0,496.0,5.88,0.0,0.20222831089325086,0.0,0.0019139394032873453,16101.0,0.0,0.0,0.0,0.0
IMR90_E2F7,23046.0,23046.0,47728.0,96463.5,1316.925,6986.0,43.059850651845494,6.451355153548376e-254,47.106294618828215,2.550463649726581e-292,0.2166080342448856,6.203678265290239e-292,0.2166080342448856,2.5160621057145184e-289,0.026177406209722753,2.900344944214835e-06,1127.5,112.75,11.155000000000001,1.7387499999999993e-192,0.2166080342448856,2.5160621057145184e-289,0.0024820644947546014,1257.5,0.0,0.0,1.0219106290079216e-185,0.0
LoVo_E2F8,14025.0,14025.0,70612.0,138769.0,1873.1,9968.7,33.48696957143147,4.204970201396511e-241,34.53870584423321,2.108860433826763e-261,0.20442067736185388,2.2785875430432765e-257,0.20442067736185388,2.6169211292829714e-255,0.03226381461675576,4.423624727031997e-07,0.0,0.0,0.0,0.0,0.20442067736185388,2.6169211292829714e-255,0.0031155751098676256,3126.0,4.0357723130285096e-105,6.164138830724937e-114,0.0,2.731186024561182e-111
MutuI_EBF1,55244.0,55244.0,17346.0,31828.75,248.645,1746.575,52.22075584631379,0.0,60.13143060133734,0.0,0.17614582579103613,0.0,0.17614582579103613,0.0,0.01902469046412281,2.0325506225822733e-09,0.0,0.0,0.0,0.0,0.17614582579103613,0.0,0.0017895838306347008,16488.0,0.0,0.0,0.0,0.0
GM12878_EBF1,81461.5,81461.5,11355.5,21692.875,153.63,1120.0,69.88572091070458,0.0,76.20805877299942,0.0,0.18110906264606685,0.0,0.18110906264606685,0.0,0.018390232783149746,1.1431964946065815e-12,2552.5,411.5,6.3825,0.0,0.18110906264606685,0.0,0.001545850902145062,19241.5,0.0,0.0,0.0,0.0
LCL_EBF1,16020.0,16020.0,40074.0,110335.75,1053.88,6713.35,46.673266116001855,0.0,47.101087341277534,0.0,0.26332709113608,0.0,0.26332709113608,0.0,0.025655430711610472,2.5673853610299734e-05,0.0,0.0,0.0,0.0,0.26332709113608,0.0,0.0030646736303345254,4776.0,0.0,0.0,0.0,0.0
ECC-1_EGR1,19605.0,19605.0,41046.0,69333.5,101.03999999999999,1416.2,27.044142860364087,1.3883339745442902e-159,28.960647121848066,2.0686134216671263e-184,0.13165008926294314,1.3537099125919519e-148,0.13165008926294314,2.368041604178449e-148,0.017061973986228003,0.0032660987785553316,0.0,0.0,0.0,0.0,0.13165008926294314,2.368041604178449e-148,0.0032285497422634792,2867.0,1.0210845719232097e-69,1.6862156837270815e-80,0.0,7.709245885434235e-65
H1_EGR1,31065.0,31065.0,34556.0,42929.0,57.64,640.0,6.1538484585574444,7.610768123018764e-10,12.452736170960234,1.3690584594762454e-35,0.05742797360373414,5.749986475129897e-45,0.05742797360373414,3.026468118160328e-45,0.025639787542250117,1.3176585034526708e-09,709.0,224.5,3.21,6.035e-60,0.05742797360373414,3.026468118160328e-45,0.0020880378095489392,2999.0,0.00010961114403252952,7.226707086403879e-16,1.91150271074637e-26,4.630375485307926e-20
MCF-7_EGR1,21754.0,21754.0,40966.0,62207.25,91.0,1180.3000000000002,19.740120186164567,2.3658381723873275e-86,23.91268741883954,2.284349422450627e-126,0.10814103153443047,3.163830142635565e-111,0.10814103153443047,2.9530970588462786e-111,0.018870092856486165,0.00042438213831617736,340.0,61.0,5.65,1.8999999999999997e-48,0.10814103153443047,2.9530970588462786e-111,0.002747491245892252,2760.0,6.502707109304231e-38,2.720845426558579e-55,1.883328243325927e-21,9.94378047439087e-49
HCT-116_EGR1,46631.0,46631.0,18545.0,27854.0,35.0,339.0,18.333592460116023,6.066129167344387e-75,32.022954430112286,5.2691783238730475e-225,0.10992687268126357,7.695885187191322e-246,0.10992687268126357,1.713043386318698e-245,0.04063820205442732,3.459560846008057e-34,2223.0,836.0,2.74,2.559999999999999e-148,0.10992687268126357,1.713043386318698e-245,0.0016886421102236416,8026.0,5.8604109106328465e-33,3.955401092021924e-98,7.974675912585279e-65,5.0046791902540386e-107
