,#TFBS_nonBlackList,#TFMS,TFBS_nonBlackList dis-to-neighbor median,TFMS dis-to-neighbor median,TFMS percentile-1,TFMS percentile-5,log10-dis T-test-s,log10-dis T-test-p,log10-dis Wilcoxon-rank-sum-s,log10-dis Wilcoxon-rank-sum-p,log10-dis ks_2samp-s,log10-dis ks_2samp-p,log10-dis ks_2samp-s less,log10-dis ks_2samp-p less,log10-dis ks_2samp-s greater,log10-dis ks_2samp-p greater,TFBS_nonBlackList overlap SE,TFMS overlap SE,fisher_exact_s,fisher_exact_p,log10-dis ks_2samp-s signed,log10-dis ks_2samp-p signed,log10-dis ks_2samp-s signed std,PeaksFCAbove10
H1_SRF_46167,14119.0,14119.0,91498.0,136718.5,1700.47,9779.099999999999,18.37257462656621,5.961787924119622e-75,20.065875387231117,1.4671618293104133e-89,0.12883348679084924,1.3156113413551987e-102,0.12883348679084924,1.5212247089556136e-102,0.021354203555492668,0.0015656792215555807,248.0,37.0,6.8,7.2699999999999995e-40,0.12883348679084924,1.5212247089556136e-102,0.0030461569172249444,3258.0
H1_TBP_45684,39525.0,39525.0,24183.0,47326.5,573.74,3201.7,62.76902538900154,0.0,57.88792393145239,0.0,0.1986843769765971,0.0,0.1986843769765971,0.0,0.02511068943706518,1.464150630604734e-11,1307.0,114.0,11.82,3.679999999999998e-261,0.1986843769765971,0.0,0.0019115522825311178,6946.0
H1_TEAD4_46189,95061.0,95061.0,16085.0,20357.0,249.5,1426.0,36.33983808432087,3.814979071153721e-288,35.25145415867855,3.3653153904268226e-272,0.07790786968367683,2.761824348545979e-251,0.07790786968367683,2.9093862574484478e-251,0.01508505065168686,3.9701474885200516e-10,1578.0,324.0,4.94,2.769999999999999e-199,0.07790786968367683,2.9093862574484478e-251,0.0011416697731044922,13502.0
H1_TEAD4_87047,6757.0,6757.0,238120.0,288121.0,4042.2,20923.7,9.744952982801246,2.316511533157951e-22,8.094441949210236,5.757638628677295e-16,0.0813970697054906,6.891008573231105e-20,0.0813970697054906,3.445504286615564e-20,0.016575403285481724,0.1562351865274091,546.0,22.0,26.91,1.2599999999999996e-136,0.0813970697054906,3.445504286615564e-20,0.004642045458102562,838.0
H1_USF1_46171,71087.0,71087.0,21538.0,25554.0,317.0,1727.65,15.983596077498616,1.8691886185289676e-57,19.552746008315744,3.945945937730253e-85,0.05661372684175728,1.9051842171500694e-99,0.05661372684175728,1.1016715642463475e-99,0.008229352764921871,0.008047444267610651,892.0,220.0,4.09,4.689999999999999e-97,0.05661372684175728,1.1016715642463475e-99,0.001304154911071575,23445.0
H1_USF2_45694,20522.0,20522.0,58711.0,84641.75,272.415,4681.45,15.465098848610678,8.503943631443173e-54,22.01749288799865,1.958128266093441e-107,0.11119773901179224,5.789649867800256e-111,0.11119773901179224,5.598547328234992e-111,0.01637267322873015,0.0040155101522155465,327.0,67.5,4.905,2.995e-42,0.11119773901179224,5.598547328234992e-111,0.0022222085694079195,3301.0
H1_YY1_46170,107435.0,107435.0,13518.0,17792.0,236.0,1253.85,50.04100718437054,0.0,45.20736895904979,0.0,0.09055708102573648,0.0,0.09055708102573648,0.0,0.01658211942104526,1.458188529516235e-13,1710.0,330.5,5.24,1.4284999999999994e-225,0.09055708102573648,0.0,0.001296094498780691,15542.0
H1_ZNF143_45688,87098.0,87098.0,17581.0,21549.0,231.485,1434.425,20.684690122724348,6.193254795775581e-95,25.266995198010108,7.531336524591142e-141,0.06708535213208117,7.604498383707222e-171,0.06708535213208117,5.497080343564004e-171,0.012686858481251007,8.058608177553592e-07,977.0,264.0,3.73,4.0099999999999995e-97,0.06708535213208117,5.497080343564004e-171,0.001152754289756542,17768.0
H2171_MAX_37173,94657.0,94657.0,9151.0,19160.0,85.0,848.5,81.72641572490002,0.0,95.24711905732718,0.0,0.2089491532586074,0.0,0.2089491532586074,0.0,0.021382465110874,1.5677240491330596e-19,3809.0,1003.0,3.91,0.0,0.2089491532586074,0.0,0.001371477659342881,27842.0
H2171_MAX_38287,101516.0,101516.0,8815.0,18007.0,80.0,792.0,81.4430474031719,0.0,95.93576388766122,0.0,0.20234741321565075,0.0,0.20234741321565075,0.0,0.022267425824500572,1.3489602215159628e-22,3910.0,1073.5,3.75,0.0,0.20234741321565075,0.0,0.0012938723306655823,19665.0
H2171_MYC_37175,89591.0,89591.0,9787.0,17264.0,82.5,703.5,56.46691069364853,0.0,69.23822971277161,0.0,0.15594758402071637,0.0,0.15594758402071637,0.0,0.02357937739281847,2.2753485171849133e-22,3621.0,1150.0,3.24,1.279999999999999e-301,0.15594758402071637,0.0,0.001421607392355426,20663.0
H2171_MYC_38288,31162.0,31162.0,27304.0,49190.5,268.0,2327.05,40.87271824271177,0.0,43.491594558452306,0.0,0.16067646492522944,0.0,0.16067646492522944,0.0,0.014232077530325404,0.001789059915866535,1551.0,399.5,4.035,2.404999999999999e-164,0.16067646492522944,0.0,0.0026432064272186827,5134.0
H295R_REST_35605,3018.0,3018.0,429969.0,567998.75,6590.735000000001,36104.125,8.308677651207582,1.187957906615352e-16,7.115559344286691,1.1155386746487572e-12,0.10768721007289596,1.1870281324377926e-15,0.10768721007289596,5.935140662188956e-16,0.0160702451954937,0.45874303711515074,0.0,0.0,0.0,0.0,0.10768721007289596,5.935140662188956e-16,0.00659985627119227,2217.0
H295R_REST_35607,3106.0,3106.0,432686.0,555153.0,6344.825000000001,34732.125,7.9957876710777,1.5238385400116252e-15,6.688895559316258,2.2560999877305146e-11,0.10012878300064393,5.709211723236876e-14,0.10012878300064393,2.854605861618445e-14,0.017063747585318742,0.4048345053982269,0.0,0.0,0.0,0.0,0.10012878300064393,2.854605861618445e-14,0.006279692077467226,2293.0
H3396_CREB1_5551,7550.0,7550.0,211728.0,233508.75,2882.215,15285.6,4.014098426027286,5.997216747104258e-05,3.786474968797477,0.00015341483740382152,0.03788079470198676,3.9364952844372026e-05,0.03788079470198676,1.9682476422186135e-05,0.006423841059602649,0.7323107867911112,0.0,0.0,0.0,0.0,0.03788079470198676,1.9682476422186135e-05,0.003974835108033257,1308.0
H3396_ESR1_5539,2552.0,2552.0,367930.0,687747.25,8420.195,45360.5,17.25562872778361,6.8487064910603024e-65,12.754397293878299,2.9464642601504245e-37,0.2174764890282132,2.959512095921356e-53,0.2174764890282132,1.4797560479606733e-53,0.028017241379310345,0.13495581230698653,0.0,0.0,0.0,0.0,0.2174764890282132,1.4797560479606733e-53,0.006710517165026789,979.0
H3396_ESR1_5546,20803.0,20803.0,38792.0,81572.5,1048.54,5430.2,44.86772153038598,0.0,41.502800963732156,0.0,0.2141758400230736,0.0,0.2141758400230736,0.0,0.01855501610344662,0.000761065424512484,0.0,0.0,0.0,0.0,0.2141758400230736,0.0,0.00235665793760277,9934.0
H3396_ESR1_5547,9265.0,9265.0,85105.0,184632.5,2300.0,12260.3,33.77863697363605,9.813317762932653e-243,29.189205722210147,2.65894477798609e-187,0.23140852671343767,8.378812502670954e-218,0.23140852671343767,4.189406251335493e-218,0.0229897463572585,0.007469082650741845,0.0,0.0,0.0,0.0,0.23140852671343767,4.189406251335493e-218,0.00348906591616563,4075.0
H3396_ESR1_5555,2194.0,2194.0,370196.0,803422.0,10287.835,53435.15,15.69340290421852,4.855319599861495e-54,13.958645633801439,2.8019183838375095e-44,0.21946216955332723,1.1334056164932415e-46,0.21946216955332723,5.667028082466209e-47,0.03372835004557885,0.08243029072887666,0.0,0.0,0.0,0.0,0.21946216955332723,5.667028082466209e-47,0.007163980339600912,775.0
H358_STAT3_87919,27659.0,27659.0,33538.0,69792.0,909.74,4839.85,52.40414161760427,0.0,50.55140726444395,0.0,0.213944828084891,0.0,0.213944828084891,0.0,0.026790556419248768,2.327216629450813e-09,0.0,0.0,0.0,0.0,0.213944828084891,0.0,0.002113645850083308,3448.0
H54_CTCF_38185,68406.0,68406.0,20219.0,22994.75,133.525,1082.0,4.302474997305149,1.6902994107493147e-05,11.709022850759137,1.1492873140146057e-31,0.04061047276554691,1.914174235216892e-49,0.04061047276554691,9.833875737245337e-50,0.014837879718153379,2.838387000480254e-07,0.0,0.0,0.0,0.0,0.04061047276554691,9.833875737245337e-50,0.0014086355605625383,40408.0
H54_CTCF_38192,62373.0,62373.0,21852.0,25283.0,149.0,1198.1,4.833524898810156,1.3432518674953448e-06,12.591256074193792,2.3589630017549322e-36,0.04491526782421884,4.148275099090046e-55,0.04491526782421884,2.15576735346956e-55,0.013747935805556891,7.4857279741244395e-06,0.0,0.0,0.0,0.0,0.04491526782421884,2.15576735346956e-55,0.0015065342047056076,40779.0
H929_IRF4_48632,23582.0,23582.0,55263.0,80698.75,910.835,5606.75,30.042508081472082,2.26670318150487e-196,27.864870317776926,7.1170628474421745e-171,0.12244508523450093,1.609386084839012e-154,0.12244508523450093,2.5166920116617892e-154,0.01988805020778561,8.71932535438085e-05,0.0,0.0,0.0,0.0,0.12244508523450093,2.5166920116617892e-154,0.002349206709556511,2422.0
H929_SPIB_48634,58091.0,58091.0,25979.0,33088.5,350.0,2283.0,20.735050215134322,2.5322024622886384e-95,26.240655758737056,9.563513859871265e-152,0.08181129606995924,1.511441483571045e-169,0.08181129606995924,1.3187358824275011e-169,0.01363378148078015,2.0164463928269175e-05,0.0,0.0,0.0,0.0,0.08181129606995924,1.3187358824275011e-169,0.0015497383771510443,1422.0
H9_EOMES_1006,129215.0,129215.0,11983.0,14609.0,200.0,998.7,34.90325711517909,2.808501108077381e-266,33.904876402770526,5.662112448397559e-252,0.06722129783693845,2.827774877178906e-254,0.06722129783693845,2.4947859092289628e-254,0.01408505204504129,7.258268791342688e-12,0.0,0.0,0.0,0.0,0.06722129783693845,2.4947859092289628e-254,0.0010359808479340387,38783.0
H9_FOXH1_1010,53141.0,53141.0,28844.0,35589.5,422.6,2419.5,25.77795867807576,4.422020237822589e-146,22.559090800191143,1.0960923639011702e-112,0.0738883348073992,1.3560862228954996e-126,0.0738883348073992,9.342698288449001e-127,0.012551513896990996,0.00022840018203314886,0.0,0.0,0.0,0.0,0.0738883348073992,9.342698288449001e-127,0.0016740973364960166,17802.0
H9_FOXH1_1011,20556.0,20556.0,73626.5,92535.5,1185.3249999999998,6371.75,18.074001852736195,9.792366041007835e-73,16.200359550782757,5.04558913793486e-59,0.07900369721735748,3.0263768586164855e-56,0.07900369721735748,1.7572625510039409e-56,0.015810468962833224,0.005775023912538029,0.0,0.0,0.0,0.0,0.07900369721735748,1.7572625510039409e-56,0.0026153463907234685,5609.0
H9_FOXP1_1012,72483.0,72483.0,20818.0,25941.5,326.40999999999997,1842.0,30.10303724903753,1.8246583806114878e-198,27.889610174112264,3.5694218039911893e-171,0.07229281348730049,3.874300513341122e-165,0.07229281348730049,2.9479128834694145e-165,0.014589627912751923,1.9658051773881353e-07,0.0,0.0,0.0,0.0,0.07229281348730049,2.9479128834694145e-165,0.001485048176129598,2822.0
H9_FOXP1_1013,102390.0,102390.0,14884.0,18340.25,221.0,1294.0,31.440813750451696,1.879757863335758e-216,31.71781216812895,8.907443972273826e-221,0.06928899306572908,3.7704654572763766e-214,0.06928899306572908,3.1099018236847293e-214,0.01441058697138392,5.747245659701067e-10,0.0,0.0,0.0,0.0,0.06928899306572908,3.1099018236847293e-214,0.001058417434884159,5075.0
H9_GATA3_82055,62449.0,62449.0,19025.0,30250.0,330.0,2039.7,50.799111309598956,0.0,48.60532244029642,0.0,0.1482649842271293,0.0,0.1482649842271293,0.0,0.02575701772646477,9.90980443852588e-19,0.0,0.0,0.0,0.0,0.1482649842271293,0.0,0.0016772998804205116,22531.0
H9_POU5F1_5753,5918.0,5918.0,263305.5,316294.25,4229.87,22386.55,7.488739028131684,7.454512477656886e-14,7.087907142134661,1.3626764240760721e-12,0.07485637039540385,7.79401990237316e-15,0.07485637039540385,3.8970099511865965e-15,0.013856032443393038,0.32105750750522216,0.0,0.0,0.0,0.0,0.07485637039540385,3.8970099511865965e-15,0.005619087456182339,867.0
H9_POU5F1_5754,5849.0,5849.0,269524.0,320851.0,4447.22,23196.699999999997,7.698226085265276,1.5129248365830778e-14,6.352939186110491,2.1127534155132507e-10,0.07095229953838263,3.1877548972045927e-13,0.07095229953838263,1.593877448602296e-13,0.012908189434091298,0.37739175330228647,0.0,0.0,0.0,0.0,0.07095229953838263,1.593877448602296e-13,0.004980106618898812,1152.0
H9_POU5F1_5755,7071.0,7071.0,225748.0,264793.0,3653.95,18856.5,7.514090279708817,6.101515906477275e-14,6.489638168323905,8.604524932891451e-11,0.06392306604440673,5.561486474260238e-13,0.06392306604440673,2.780743237130119e-13,0.01230377598642342,0.3428782585121081,0.0,0.0,0.0,0.0,0.06392306604440673,2.780743237130119e-13,0.0037675235714680127,1322.0
H9_SMAD3_1084,8306.0,8306.0,177785.5,235517.0,3375.025,17105.5,16.82227650385855,5.589139739193986e-63,12.334418201075811,5.912463084980151e-35,0.11437515049361907,1.027046962299965e-47,0.11437515049361907,5.135234811499833e-48,0.01860101131712015,0.05648918508253464,0.0,0.0,0.0,0.0,0.11437515049361907,5.135234811499833e-48,0.0037074970123313574,1558.0
H9_SMAD3_1085,11019.0,11019.0,132479.0,177867.0,2526.43,12936.2,17.602626747063532,6.974499411769076e-69,15.212531338964126,2.9641574847514375e-52,0.09919230420183324,1.2060582699574757e-47,0.09919230420183324,7.446198747249353e-48,0.020419275796351718,0.009904596566236304,0.0,0.0,0.0,0.0,0.09919230420183324,7.446198747249353e-48,0.003692511807797245,1105.0
H9_TP53_43999,9742.0,9742.0,156757.5,197162.5,2184.0299999999997,13692.349999999999,11.50314041999896,1.598441754845783e-30,11.139444320043605,8.072336954677444e-29,0.07873126668035313,1.120803557543205e-26,0.07873126668035313,5.604017787715997e-27,0.018066105522479985,0.04160044789207814,0.0,0.0,0.0,0.0,0.07873126668035313,5.604017787715997e-27,0.0033132978052560114,2019.0
H9_TP53_44000,4705.0,4705.0,296893.0,406696.5,5091.780000000001,28959.3,9.722090015977052,3.089542285313298e-22,9.225269421609365,2.8285181768880244e-20,0.10733262486716258,5.34560017534389e-24,0.10733262486716258,2.6728000876719453e-24,0.02019128586609989,0.1468859794199894,0.0,0.0,0.0,0.0,0.10733262486716258,2.6728000876719453e-24,0.0051059324977584955,523.0
HA-sp_CTCF_45703,39862.0,39862.0,34179.5,39907.5,268.805,2031.525,6.2033990904186656,5.563733182447175e-10,12.653875952782089,1.0707200550389724e-36,0.047062365159801306,8.423713126943313e-39,0.047062365159801306,4.32650138775147e-39,0.010009532888465206,0.018249139123825454,0.0,0.0,0.0,0.0,0.047062365159801306,4.32650138775147e-39,0.0017221757118096386,28063.0
HA-sp_CTCF_45704,47967.0,47967.0,28344.0,33116.0,214.82,1645.0,5.302057537411028,1.1531687854674982e-07,12.705117472933093,5.538771860005985e-37,0.04637563324785791,2.9300142640186044e-45,0.04637563324785791,1.517344690171521e-45,0.01170596451727229,0.001381560505535299,0.0,0.0,0.0,0.0,0.04637563324785791,1.517344690171521e-45,0.0018556241679013419,34063.0
HAP-1_ATF4_55516,22275.0,22275.0,75379.0,86737.0,819.98,5872.15,6.723644134518725,1.7937792593482227e-11,9.400046936863399,5.45421255021027e-21,0.048619528619528646,2.5502968400361585e-23,0.048619528619528646,1.2916082086503749e-23,0.009607182940516323,0.12674927807205866,0.0,0.0,0.0,0.0,0.048619528619528646,1.2916082086503749e-23,0.0024904853056989125,8161.0
HAP-1_ATF4_55517,45021.0,45021.0,38851.0,42834.0,381.7,2820.0,1.4852967128225538,0.13746938514718215,7.478740598102135,7.503988512579599e-14,0.03438395415472781,1.478499545329805e-23,0.03438395415472781,7.398647743773348e-24,0.01534839297216854,2.439608384405909e-05,0.0,0.0,0.0,0.0,0.03438395415472781,7.398647743773348e-24,0.001656863855614253,14533.0
HAP-1_ATF4_55518,28320.0,28320.0,60250.0,68189.75,623.855,4540.9,5.6268016079304815,1.8444632463756858e-08,8.771071401922434,1.7702891647542877e-18,0.04293785310734466,4.033344630228403e-23,0.04293785310734466,2.029400475679441e-23,0.008968926553672318,0.10156297077086687,0.0,0.0,0.0,0.0,0.04293785310734466,2.029400475679441e-23,0.002401144210423858,10667.0
HAP-1_CTCF_75572,42852.0,42852.0,34689.5,37135.75,248.01,1864.6,-3.140941541948357,0.001685756863433556,3.886555845281741,0.000101677214304841,0.02130589004013811,7.171659494919292e-09,0.02130589004013811,3.5667357191770806e-09,0.017140390180154952,3.349780548450606e-06,0.0,0.0,0.0,0.0,0.02130589004013811,3.5667357191770806e-09,0.009245044531841391,26323.0
HAP-1_CTCF_75573,34450.0,34450.0,41822.0,46361.25,323.245,2390.3,1.5553519032827219,0.11987962718811689,7.483236041746939,7.263049079947845e-14,0.03168359941944848,1.8614740737652204e-15,0.03168359941944848,9.27686963749486e-16,0.012772133526850506,0.0035795761288529744,0.0,0.0,0.0,0.0,0.03168359941944848,9.27686963749486e-16,0.0018536273902255095,22377.0
HAP-1_CTCF_75574,41878.0,41878.0,34194.0,37998.0,253.5,1922.85,2.331894973328229,0.019708760654346555,8.15441145264684,3.540258468298815e-16,0.03569893500167154,1.279995143245306e-23,0.03569893500167154,6.417059289168246e-24,0.013885572376904342,0.00030712512750712226,0.0,0.0,0.0,0.0,0.03569893500167154,6.417059289168246e-24,0.0017491418430570173,26503.0
HAP-1_CTCF_75575,39063.0,39063.0,37705.0,40741.0,278.0,2093.55,-1.220891969911174,0.2221444863146126,5.1111972842498234,3.2033171351262336e-07,0.0241788905102015,2.370041555532255e-10,0.0241788905102015,1.1793885698365704e-10,0.014361416173872977,0.0003125555607704421,0.0,0.0,0.0,0.0,0.0241788905102015,1.1793885698365704e-10,0.0018877997485132099,25929.0
HBL1_POU2F2_69220,22903.0,22903.0,36622.0,79055.5,811.56,5307.1,56.848737712616156,0.0,51.59837857050207,0.0,0.2212373924813343,0.0,0.2212373924813343,0.0,0.02482207571060563,7.258848418992069e-07,0.0,0.0,0.0,0.0,0.2212373924813343,0.0,0.0026791352464057274,934.0
HCC1143_STAT3_88680,29543.0,29543.0,26449.0,65259.5,847.05,4482.0,61.00763686886468,0.0,62.773368794413514,0.0,0.2545103747080527,0.0,0.2545103747080527,0.0,0.02880546999289169,2.194985825753541e-11,0.0,0.0,0.0,0.0,0.2545103747080527,0.0,0.002101101557990787,1350.0
HCC1954_NRF1_58939,23797.0,23797.0,36046.0,50238.5,5.0,231.0,8.825238150153186,1.1298377875670624e-18,17.826092425803395,4.518861749355567e-71,0.08307769886960542,7.029330523751038e-72,0.08307769886960542,4.3585698420347105e-72,0.051414043787031974,4.55943029621135e-28,864.0,231.5,3.835,4.5099999999999986e-88,0.08307769886960542,4.3585698420347105e-72,0.0026520365230554427,10997.0
HCC1954_NRF1_58940,21604.0,21604.0,39841.0,55753.0,5.515000000000001,272.725,7.427479664065248,1.127282414699135e-13,16.824856000530673,1.6095858822861053e-63,0.08702092205147194,1.2791012673936299e-71,0.08702092205147194,8.164310824132793e-72,0.047028328087391234,1.6929579884673584e-21,776.0,210.0,3.8,1.6999999999999998e-78,0.08702092205147194,8.164310824132793e-72,0.00249362940879471,10441.0
HCC4018_ASCL1_49728,4079.0,4079.0,275359.0,406628.0,3996.58,23510.65,11.621257591825488,5.7491369626790995e-31,11.243161274954726,2.5204089447160943e-29,0.1295660701152243,3.0618239023647986e-30,0.1295660701152243,1.5309119511823993e-30,0.02279970581024761,0.1199960536145427,0.0,0.0,0.0,0.0,0.1295660701152243,1.5309119511823993e-30,0.006151655858456932,890.0
HCC70_STAT3_84620,94601.0,94601.0,8947.0,20416.0,244.5,1396.5,110.50622699832807,0.0,116.60068595397661,0.0,0.24606505216646754,0.0,0.24606505216646754,0.0,0.021041003794885937,6.335549329863214e-19,0.0,0.0,0.0,0.0,0.24606505216646754,0.0,0.0012956974224030313,25708.0
HCC70_STAT3_84621,54337.0,54337.0,14152.0,35528.5,442.72,2431.0,87.37142677077271,0.0,91.60895617285283,0.0,0.2607339382004895,0.0,0.2607339382004895,0.0,0.025286637098109962,7.942558701979207e-16,0.0,0.0,0.0,0.0,0.2607339382004895,0.0,0.0015179822322306945,9294.0
HCC95_TP63_44231,6006.0,6006.0,173830.0,324729.0,4081.55,23423.0,20.40723003722618,5.01058218122103e-91,20.912102215597887,4.1889057137922217e-97,0.19247419247419248,1.1829785459051463e-97,0.19247419247419248,5.914892729525726e-98,0.032467532467532464,0.0017789102786477148,0.0,0.0,0.0,0.0,0.19247419247419248,5.914892729525726e-98,0.004908903827194974,1813.0
HCT-116_CEBPB_46206,65931.0,65931.0,15342.0,30358.0,411.8,2082.0,80.0600213281462,0.0,82.12512208816851,0.0,0.20356129893373381,0.0,0.20356129893373381,0.0,0.01079916882801718,0.0004530133384868456,2600.0,369.0,7.29,0.0,0.20356129893373381,0.0,0.0016089781598911937,7762.0
HCT-116_CTCF_42148,41960.0,41960.0,31824.0,37901.5,252.79500000000002,1904.9250000000002,6.317134031144349,2.682536214782776e-10,14.353553949386566,1.0283394270209902e-46,0.05376549094375594,3.7530970105726655e-53,0.05376549094375594,1.990322863671333e-53,0.01128455672068637,0.004727000987670321,696.0,466.0,1.5,1.1499999999999999e-11,0.05376549094375594,1.990322863671333e-53,0.0017299780956421327,28183.0
HCT-116_CTCF_42149,51542.0,51542.0,27108.5,30744.0,192.0,1503.525,0.3962447607072993,0.6484629659932283,10.034853960835216,1.0776372244451738e-23,0.04145163167901905,6.550265427149294e-39,0.04145163167901905,3.338855499720785e-39,0.018460672849326766,2.3095566326845283e-08,850.0,581.0,1.47,8.390000000000001e-13,0.04145163167901905,3.338855499720785e-39,0.001694424258834617,35861.0
HCT-116_CTCF_42150,45026.0,45026.0,30893.5,35325.0,234.125,1770.375,2.3806894972713604,0.017282762940337322,10.238754341580968,1.3304847125901747e-24,0.04093190600986102,3.28581453211711e-33,0.04093190600986102,1.665624448707671e-33,0.012326211522231602,0.0010558875286181047,722.0,498.5,1.455,1.285e-10,0.04093190600986102,1.665624448707671e-33,0.0017004802191172492,29108.0
HCT-116_CTCF_42151,35753.0,35753.0,35728.0,44664.0,311.28,2321.6,11.137652305892702,9.194662975050182e-29,17.112611388849654,1.1953040239343711e-65,0.06530920482197297,9.93004967163326e-67,0.06530920482197297,5.5810719696507195e-67,0.00956563085615192,0.03759021944151061,629.0,403.0,1.57,1.4199999999999998e-12,0.06530920482197297,5.5810719696507195e-67,0.0022381224242871743,24108.0
HCT-116_CTCF_42152,51347.0,51347.0,26806.0,30844.0,196.0,1517.6,2.733397089224927,0.0062695510537299805,11.366393063081912,6.1916727418762205e-30,0.0429528502152024,1.348495461759097e-41,0.0429528502152024,6.917314700655823e-42,0.013759323816386547,5.9197474444479644e-05,864.0,577.0,1.51,2.7e-14,0.0429528502152024,6.917314700655823e-42,0.0017215376185142036,33586.0
HCT-116_CTCF_42153,48656.0,48656.0,28224.0,32594.0,209.275,1602.25,2.4097088651659533,0.015969835738291607,10.601261023949707,2.966651317355602e-26,0.043365669187767186,3.4293252600476682e-40,0.043365669187767186,1.754552338756001e-40,0.012989148306478134,0.0002686420112169897,774.0,546.5,1.42,3.175e-10,0.043365669187767186,1.754552338756001e-40,0.0018090059753379283,29094.0
HCT-116_CTCF_42154,45011.0,45011.0,30045.0,35302.5,234.05,1762.75,3.856153090524785,0.00011527549435819115,11.74440127483178,7.562935222242506e-32,0.04791051076403549,2.473412077695601e-45,0.04791051076403549,1.28472470584958e-45,0.012085934549332386,0.0013783966137776524,717.0,501.0,1.44,5.13e-10,0.04791051076403549,1.28472470584958e-45,0.0019120005454278002,26470.0
HCT-116_CTCF_45716,51522.0,51522.0,27122.5,30756.25,195.0,1508.5,0.5280398649307984,0.5832238405739776,10.164802825149374,2.8476530404016257e-24,0.041593882225068934,3.658308555760421e-39,0.041593882225068934,1.8655112350837717e-39,0.018283451729358337,3.2544896827009735e-08,851.0,573.0,1.49,1.22e-13,0.041593882225068934,1.8655112350837717e-39,0.0014493447513048443,35846.0
HCT-116_CTCF_45717,41937.0,41937.0,31851.0,37923.5,253.86,1914.3,6.425909894472596,1.319251125187202e-10,14.262047908662753,3.7722337827700286e-46,0.05323461382550021,4.376845166758212e-52,0.05323461382550021,2.3078718494012117e-52,0.011028447433054346,0.006026249694761418,696.0,468.5,1.495,2.035e-11,0.05323461382550021,2.3078718494012117e-52,0.0017307712778156365,28164.0
HCT-116_CTCF_46218,54242.0,54242.0,23414.0,29152.25,181.0,1424.525,10.839082840616417,2.3234067783332654e-27,20.8101554367655,3.5551084154366086e-96,0.06911618303159911,4.2584326318275526e-113,0.06911618303159911,2.735814341531554e-113,0.01196489804948195,0.00041919106811447485,1040.0,605.0,1.73,2.0999999999999998e-27,0.06911618303159911,2.735814341531554e-113,0.0015617235652075356,32427.0
HCT-116_CTCF_72779,28711.0,28711.0,44512.0,55910.5,404.1,2944.75,10.142856975658095,3.744895284385643e-24,17.045205239042993,3.7965715028179604e-65,0.06941590331231934,1.3563687653749415e-60,0.06941590331231934,7.708930545267046e-61,0.011493852530389051,0.02227110484553701,501.0,315.0,1.605,5.945000000000001e-11,0.06941590331231934,7.708930545267046e-61,0.00206170981586365,8018.0
HCT-116_CTCF_85284,40620.0,40620.0,31578.0,39177.5,262.595,1994.475,9.771724931844833,1.5331663733360024e-22,18.58107189797741,4.700258053769349e-77,0.06630969965534222,4.369166030305403e-78,0.06630969965534222,2.5404546767809315e-78,0.014278680452978828,0.0002495345081343804,693.0,448.5,1.5550000000000002,3.2300000000000004e-13,0.06630969965534222,2.5404546767809315e-78,0.0019384124931348394,20420.0
HCT-116_CTCF_85285,53308.0,53308.0,24791.0,29677.75,185.0,1441.675,4.236952926394477,2.267726524705054e-05,16.024053452354735,8.8045039118843e-58,0.05876228708636605,1.9148324050255484e-80,0.05876228708636605,1.079936481237829e-80,0.019284159975988598,2.4105747912390185e-09,929.0,592.5,1.58,3.405e-18,0.05876228708636605,1.079936481237829e-80,0.0016594244150609791,30791.0
HCT-116_CTCF_85286,22746.0,22746.0,53164.5,70887.75,540.5,3888.875,13.244310441497387,5.772840994700674e-40,18.77606019606391,1.1856669817445618e-78,0.0862129605205311,5.398811252802985e-74,0.0862129605205311,3.460691208211229e-74,0.011716345731117572,0.04354046334399375,404.0,253.5,1.605,3.7200000000000004e-09,0.0862129605205311,3.460691208211229e-74,0.002862258592587431,6165.0
HCT-116_EGR1_46214,46631.0,46631.0,18545.0,27854.0,35.0,339.0,18.333592460116023,6.066129167344387e-75,32.022954430112286,5.2691783238730475e-225,0.10992687268126357,7.695885187191322e-246,0.10992687268126357,1.713043386318698e-245,0.04063820205442732,3.459560846008057e-34,2223.0,836.0,2.74,2.559999999999999e-148,0.10992687268126357,1.713043386318698e-245,0.0016886421102236416,8026.0
HCT-116_ELF1_46202,44564.0,44564.0,20431.5,42630.5,446.63,2824.5,66.76431159453207,0.0,69.68688872561899,0.0,0.21754106453639716,0.0,0.21754106453639716,0.0,0.017760972982676648,7.711223533814655e-07,2102.0,321.0,6.82,0.0,0.21754106453639716,0.0,0.0018438229759432552,5814.0
HCT-116_FOSL1_46212,69519.0,69519.0,14848.0,28461.0,286.0,1858.9,73.44404478799964,0.0,79.56659267404092,0.0,0.19865072857779886,0.0,0.19865072857779886,0.0,0.014140019275306004,9.064055837416978e-07,2629.0,528.5,5.135,0.0,0.19865072857779886,0.0,0.0013895743526153629,15222.0
HCT-116_JUND_46213,69264.0,69264.0,14079.0,28639.0,284.815,1888.575,80.47064811596881,0.0,85.17395176199673,0.0,0.21224589974589972,0.0,0.21224589974589972,0.0,0.014769577269577285,2.702152092762691e-07,2816.0,508.0,5.74,0.0,0.21224589974589972,0.0,0.0016483635560616142,12616.0
